emp_no,first_name,last_name,hire_date,birth_date
212260,Hsiangchu,Baek,1985-06-02,1952-11-22
212261,Debatosh,Luff,1985-12-11,1955-09-16
212268,Stamatina,Asser,1985-06-29,1955-05-21
212291,Persi,Honiden,1985-06-01,1954-11-06
212295,Shahid,Lukaszewicz,1988-10-20,1952-12-16
212307,Leni,Kirkerud,1988-04-05,1955-07-22
212309,Ayakannu,Steinauer,1987-09-07,1953-09-21
212333,Parto,Keirsey,1988-01-29,1953-10-22
212334,Franziska,Bellmore,1988-10-24,1954-02-04
212336,Jacqueline,Litzkow,1986-12-09,1955-04-01
212338,Kamakshi,Leijenhorst,1987-07-01,1953-02-14
212340,Kokou,Erol,1986-08-20,1952-10-17
212346,Arve,Akaboshi,1986-01-31,1954-04-30
212348,Gad,Butterworth,1988-03-13,1954-05-07
212355,Ortrun,Lubachevsky,1987-07-18,1953-09-01
212365,Leon,Champarnaud,1986-10-25,1954-02-15
212367,Khatoun,Krider,1985-04-04,1954-05-19
212371,Nadjib,Varker,1988-12-15,1955-08-18
212382,Greger,Sullins,1988-01-10,1954-09-27
212394,Zhaofang,Raczkowsky,1985-10-26,1955-08-29
212409,Youpyo,Litzkow,1987-02-25,1953-01-28
212413,Sanjiv,Limongiello,1987-01-17,1952-02-09
212423,Reinhold,Demke,1987-03-14,1954-06-30
212425,Aiichiro,Leonhardt,1986-11-10,1952-04-13
212433,Zhensheng,Brodal,1985-04-22,1953-10-04
212441,Masaru,Ouhyoung,1985-05-06,1952-07-06
212479,Serge,Feldhoffer,1986-06-15,1952-03-03
212482,Lubomir,Angiulli,1985-06-10,1953-01-03
212487,Toong,Cannane,1986-03-10,1952-11-08
212490,Caolyn,Cullers,1987-05-13,1953-10-12
212519,Miomir,Muniz,1986-06-27,1952-03-29
212521,Duangkaew,Borstler,1986-11-17,1954-08-22
212522,Amabile,Pavlopoulou,1988-11-12,1953-09-10
212534,Sariel,Pocchiola,1987-04-21,1953-08-08
212535,Kiyotoshi,Sevcikova,1988-05-07,1955-09-07
212545,Masali,Bahi,1987-06-27,1952-12-09
212565,Dulce,Meriste,1987-12-17,1953-11-27
212567,Marjo,Veeraraghavan,1986-02-17,1953-11-29
212591,Sigeru,Ravishankar,1988-08-30,1953-12-31
212595,Raimond,Schusler,1987-03-29,1954-03-27
212602,Tua,Chiodo,1987-09-15,1955-09-17
212604,Hongzhu,McAffer,1987-03-19,1954-10-24
212618,Haldun,Anido,1987-01-14,1953-03-03
212635,Carrsten,Krichel,1986-10-11,1952-09-09
212643,Tetsurou,Malinowski,1986-08-10,1955-09-21
212644,Garnik,Theuretzbacher,1985-09-28,1953-11-09
212653,Geoffrey,Nyrup,1986-01-08,1953-11-05
212670,Eran,Iacovou,1986-02-18,1954-04-03
212673,Utpal,Mundy,1988-01-22,1955-08-26
212677,Subbu,Demeyer,1985-08-24,1955-04-16
212679,Luigi,Heering,1988-09-15,1954-10-22
212685,Juyoung,Debuse,1986-04-08,1954-07-15
212687,Tomoyuki,Brlek,1985-08-26,1953-03-17
212692,Abdulah,Pardalos,1988-05-22,1955-01-02
212697,Yongmao,Raney,1988-04-28,1955-01-30
212699,Aleksander,Bierbaum,1987-01-31,1955-09-12
212706,Fai,Remmers,1986-06-06,1952-04-10
212723,Haldon,Nooteboom,1988-05-21,1953-07-28
212726,Frederique,Ramsey,1988-01-07,1955-04-23
212731,Martien,Besancenot,1987-07-21,1954-10-01
212737,Eckart,Mitchem,1985-10-17,1953-08-06
212742,Gal,Melter,1986-09-20,1952-12-02
212750,Sajjan,Bednarek,1988-08-09,1953-11-20
212752,Zejun,Maksimenko,1985-06-30,1953-05-16
212758,Phule,Stasinski,1985-04-22,1955-11-07
212762,Kauko,Lung,1988-10-17,1954-06-17
212765,Marco,Schaar,1987-12-29,1953-03-17
212775,Zeljko,Wynblatt,1985-06-04,1953-10-12
212780,Yuchang,Asser,1988-12-09,1954-03-13
212796,Troy,Eiron,1987-07-02,1955-02-11
212799,Abdelkader,Falby,1987-01-23,1954-11-16
212800,Lihong,Hardjono,1985-12-16,1954-10-19
212806,Keiichiro,Papadias,1985-05-31,1952-07-24
212821,Atreye,Vingron,1987-07-21,1952-06-10
212826,Leucio,Malabarba,1986-03-07,1955-06-16
212830,Dines,Lenart,1987-12-02,1952-03-08
212836,Hauke,Kulisch,1987-01-16,1955-03-08
212854,Pranay,Hennings,1987-12-26,1955-10-03
212856,Kayoko,Bach,1986-01-07,1953-06-16
212867,Genta,Fujisaki,1985-04-02,1952-02-29
212876,Stepehn,Simmel,1988-02-15,1953-03-09
212880,Sreekrishna,Hofting,1986-01-26,1954-04-15
212883,Denis,Hedayat,1986-10-31,1953-06-08
212892,Surveyors,Gubsky,1986-05-29,1952-06-15
212893,Perla,Conti,1986-06-16,1954-08-30
212902,Shounak,Speckmann,1986-08-09,1955-05-26
212905,Zhonghui,McClure,1987-05-22,1952-12-30
212906,Sumant,Menhoudj,1988-07-21,1955-07-18
212911,Chiranjit,Griswold,1986-05-05,1954-10-22
212917,Weiye,Cesareni,1987-10-08,1952-05-21
212940,Nahid,Syrzycki,1986-08-10,1954-12-18
212946,Kwun,Eiter,1988-03-28,1953-07-03
212950,Udi,Schiettecatte,1986-05-28,1952-02-25
212969,Tzu,Ecklund,1986-09-18,1953-08-14
212982,Oguz,Covnot,1988-06-24,1955-11-25
212989,Kasturi,Billawala,1985-07-30,1955-02-09
212992,Xiong,Ferretti,1986-01-14,1953-10-22
212997,Sumant,Zaccaria,1986-08-21,1955-09-19
213001,Pragnesh,Cummings,1985-04-03,1952-12-06
213006,Gino,Biran,1987-05-12,1954-04-11
213010,Magy,Lupu,1986-09-07,1954-03-22
213024,Dipankar,Levasseur,1987-08-01,1954-10-24
213025,Kinh,Nourani,1986-05-11,1955-05-31
213028,Koichi,Hutton,1986-12-08,1952-03-26
213035,Shuichi,Nitsche,1987-08-22,1954-02-01
213039,Oldrich,Docker,1986-10-13,1953-06-13
213040,Rimon,Coors,1985-06-05,1953-03-19
213059,Mitchel,Seiwald,1985-11-11,1953-05-03
213061,Zeljko,Leuchs,1987-09-08,1954-07-07
213065,Aris,Zweizig,1985-10-09,1955-10-02
213066,Udi,Skogmar,1987-01-25,1952-09-16
213069,Sajjad,Mikschl,1987-08-31,1952-04-20
213071,Jacqueline,Demian,1988-09-24,1954-10-16
213073,Huai,Heemskerk,1987-04-21,1953-04-07
213076,Leni,Prampolini,1987-11-18,1955-03-31
213083,Wonhee,Nishimukai,1988-05-23,1952-04-29
213090,Aleksandar,Sudkamp,1986-10-26,1955-02-17
213096,Mandell,Takanami,1986-04-29,1954-12-20
213101,Sajjad,Benveniste,1987-03-16,1952-04-15
213105,Basim,Steenbeek,1986-03-11,1952-12-28
213126,Maia,Kolvik,1986-07-30,1954-08-09
213144,Patricio,Luon,1985-08-12,1953-07-09
213145,Hausi,Meriste,1986-09-04,1954-08-12
213155,Mayuri,Kermarrec,1986-02-08,1952-09-26
213159,Arto,Picco,1985-08-30,1954-05-12
213164,Tadahiko,Maccarone,1986-12-21,1953-06-19
213174,Muneo,Poupard,1987-05-13,1954-06-01
213179,Teiji,Vernadat,1988-04-19,1955-12-07
213180,Aiman,Heuser,1986-09-02,1953-03-28
213201,Kinh,Perng,1987-09-28,1952-12-23
213213,Zongyan,Rodite,1987-02-24,1952-02-21
213228,Itzchak,Iwayama,1986-03-03,1953-01-15
213232,Halsur,Rodham,1987-03-06,1952-05-11
213237,Radhika,Tagansky,1985-09-05,1954-04-07
213243,Shay,Marshall,1986-09-20,1952-08-26
213248,Along,Sudkamp,1985-04-25,1953-04-28
213258,Kersti,Carrere,1986-08-12,1952-07-12
213271,Djenana,Acton,1985-04-26,1953-07-20
213275,Chenxi,Sankaranarayanan,1987-09-16,1955-09-30
213290,Georgy,Makinen,1987-04-24,1953-04-22
213293,Rafols,Streng,1985-05-17,1954-06-20
213305,Takahira,Farris,1985-12-04,1955-07-24
213310,Quingbo,Apsitis,1986-12-12,1953-09-01
213312,Aron,McFarlan,1988-02-22,1952-02-03
213327,Shiv,Alpin,1988-11-18,1954-05-30
213339,Zhigen,Slobodova,1986-01-09,1952-11-19
213342,Randy,Knightly,1986-10-31,1952-10-29
213353,Diederik,Gecsel,1988-03-22,1955-02-22
213356,Ayonca,Naumovich,1988-08-17,1955-05-14
213357,Collette,Businaro,1988-04-09,1955-01-24
213360,Debaprosad,Antonakopoulos,1986-09-16,1953-07-19
213362,Emdad,Vendrig,1986-06-03,1954-05-17
213387,Jacopo,England,1986-12-31,1954-12-04
213393,Hauke,Rossi,1986-03-10,1954-12-30
213401,Branimir,Gulak,1987-11-14,1955-05-25
213407,Gino,Mandell,1987-11-14,1955-04-10
213419,Marie,Gyorkos,1986-06-24,1955-03-02
213426,Demin,Lenart,1986-04-28,1955-11-01
213429,Sadun,Ballarin,1988-05-26,1954-12-19
213455,Chenye,Lorho,1986-07-09,1953-10-20
213480,Dinah,Srimani,1985-12-28,1955-08-21
213482,Huei,Chaudhury,1987-11-26,1955-06-18
213490,Gino,Bugrara,1985-12-24,1954-12-04
213491,Sashi,Kaiser,1986-09-17,1954-04-15
213497,Leucio,Legleitner,1985-12-17,1955-01-21
213508,Somnath,Binding,1986-11-22,1954-10-09
213513,Bluma,Zyda,1986-09-25,1952-11-02
213525,Kamran,Hellwagner,1985-07-01,1953-08-02
213526,Fox,Srimani,1985-12-30,1954-04-22
213529,Shaibal,Schusler,1985-04-08,1953-08-30
213549,Aiman,Sidou,1986-12-15,1954-02-07
213558,Vidya,Gunderson,1988-11-08,1955-06-09
213567,Pasqua,Redmiles,1986-09-25,1952-11-08
213592,Kwok,Schaaf,1988-11-04,1953-02-18
213620,Gita,Picco,1986-05-07,1953-09-01
213623,Valeri,Hambrick,1987-08-31,1955-08-09
213631,Yongmin,Beilner,1988-01-11,1955-12-06
213647,Douadi,Sethi,1988-07-11,1955-08-05
213662,Parke,Rosen,1985-07-09,1953-10-09
213667,Martina,Birch,1988-06-12,1953-11-25
213670,Fei,Dolinsky,1986-05-16,1954-05-20
213698,Subhankar,Avouris,1987-03-13,1953-12-10
213705,Munehiro,Bennet,1988-08-04,1954-06-12
213734,Boaz,Sessa,1987-07-24,1954-08-27
213735,Jungsoon,Rosaz,1985-12-17,1955-12-29
213736,Selwyn,Reistad,1985-08-12,1954-08-06
213747,Ger,Siegrist,1987-05-16,1955-12-03
213756,Jaideep,Awdeh,1986-12-14,1955-01-18
213760,Moni,Greibach,1986-10-01,1952-05-24
213777,Heng,Bael,1985-03-22,1955-06-16
213778,Licheng,Pintelas,1985-11-08,1952-03-18
213779,Shooichi,Improta,1987-12-29,1955-02-02
213784,Premsyl,Takanami,1985-09-26,1953-06-20
213786,Adas,Deyuan,1985-03-21,1952-03-30
213788,Fabrizio,Azadmanesh,1986-08-21,1955-09-25
213798,Dzung,Randt,1985-11-15,1953-02-18
213801,Aruna,Alameldin,1985-02-16,1955-09-12
213802,Paris,Lindenbaum,1987-08-30,1955-12-09
213810,Chuanti,Sommen,1986-03-01,1955-01-28
213823,Shih,Lorho,1987-11-26,1955-05-03
213826,Subhash,Chenoweth,1985-09-06,1955-09-07
213834,Shuji,Impagliazzo,1988-08-27,1955-01-21
213839,Danny,Kakkar,1986-08-16,1955-02-03
213843,Chaoyi,Plump,1988-07-19,1955-08-24
213844,Paloma,Jumpertz,1987-08-16,1952-04-22
213849,Annemarie,Gilg,1986-05-09,1953-06-04
213851,Vivian,Fairtlough,1988-01-03,1953-09-25
213862,Parviz,Fairtlough,1985-05-28,1953-11-04
213863,Nimmagadda,Saoudi,1986-08-23,1955-11-23
213864,Marl,Isard,1985-06-05,1952-10-28
213867,Leni,Thimonier,1985-05-31,1954-07-18
213875,Shaibal,Fiebach,1988-02-23,1954-10-21
213904,Mari,Kropatsch,1986-05-06,1955-06-28
213905,Sverrir,Motley,1985-11-10,1955-04-09
213906,Sven,Gerteisen,1988-09-11,1953-11-22
213935,Rosita,Kaminger,1985-02-16,1952-12-15
213944,Goetz,Bondorf,1987-04-07,1953-06-04
213947,Shir,Desikan,1988-05-05,1953-09-06
213955,Gianluca,Shackel,1986-04-21,1955-11-12
213958,Bingning,Kossowski,1988-11-16,1953-11-02
213961,Jaideep,Weedon,1987-07-26,1953-02-23
213962,Pranjal,Rahier,1987-02-13,1954-02-05
213964,Shawna,Limongiello,1988-02-23,1952-05-16
213965,Ramalingam,Denny,1987-12-25,1952-08-05
213966,Mayumi,Schade,1985-05-30,1952-02-09
213967,Gal,Candan,1988-07-12,1953-10-05
213976,Leah,Sidou,1985-08-17,1955-12-17
213978,Jaewon,Eterovic,1987-07-24,1954-05-05
213981,Kazuyasu,Melski,1988-12-20,1953-06-16
213991,Miyeon,Erbe,1985-07-07,1953-12-25
213997,Kerhong,Lambe,1988-07-17,1953-07-12
214008,Zhigen,Thimonier,1985-07-01,1954-02-25
214010,Steen,Melski,1988-05-15,1952-05-20
214014,Geraldo,Verhaegen,1988-09-06,1953-01-29
214023,Aamer,Rosen,1987-01-21,1955-01-20
214024,Zhilian,Kroll,1986-09-29,1952-08-17
214033,Genevieve,Junet,1986-10-26,1953-09-12
214057,Basim,Adachi,1988-07-19,1953-02-06
214059,Shahar,McFarlin,1987-03-17,1953-01-21
214071,Jordanka,Goldhammer,1988-04-25,1954-11-05
214078,Surveyors,Merli,1988-10-14,1954-03-29
214085,Saeed,Baaz,1986-04-29,1954-03-15
214090,Tsvetan,Janocha,1985-09-24,1953-09-15
214097,Hideyuki,Kroon,1987-03-02,1953-09-15
214099,Holgard,Prenel,1986-01-01,1954-01-18
214108,Chiradeep,Ellozy,1988-07-14,1954-12-27
214120,Sudhanshu,Kriebel,1986-11-08,1954-10-10
214121,Saddek,Luks,1985-12-02,1952-03-08
214127,Marsal,Gien,1986-09-12,1953-04-07
214144,Duke,Oppitz,1988-11-16,1954-12-07
214145,Steen,Ravishankar,1987-05-19,1952-03-03
214161,Tsz,Strehl,1985-03-15,1953-03-17
214166,Goncalo,Worfolk,1987-06-22,1953-12-19
214167,Zvonko,Reinhart,1987-12-05,1952-04-07
214171,Sergi,Saoudi,1987-10-18,1952-06-20
214183,Nathalie,Parfitt,1986-03-04,1952-05-16
214189,Panayotis,Junot,1986-09-08,1952-10-04
214193,Shaleah,Backhouse,1986-07-27,1953-07-20
214204,Alexius,Glowinski,1986-07-10,1952-10-15
214208,Ramachenga,Iacovou,1987-05-15,1952-04-10
214209,Kersti,Peir,1986-11-02,1953-04-28
214211,Miomir,Peres,1987-12-26,1954-08-22
214216,Stabislas,Billawala,1985-06-01,1953-03-07
214237,Reinhold,Kaminger,1985-07-22,1954-06-14
214241,Toshimo,Strandh,1985-08-11,1952-12-19
214245,Kwan,Encarnacion,1987-12-18,1955-03-17
214252,Katsuo,Granlund,1985-08-29,1955-02-13
214261,Terresa,Munch,1987-12-07,1955-08-16
214274,DeForest,Ishibashi,1987-12-17,1952-12-18
214302,Xiadong,Siegrist,1987-05-15,1955-04-26
214307,Adam,Lamma,1987-01-25,1954-03-27
214311,Bodh,Potthoff,1985-10-04,1955-08-14
214317,Thodoros,Kugler,1985-08-28,1954-12-28
214324,Uta,Felder,1986-11-27,1954-07-06
214327,Jaewoo,Solares,1987-11-05,1954-05-01
214338,Mountaz,Rahimi,1987-03-24,1952-11-13
214350,Sanjit,McAffer,1985-10-14,1953-12-30
214357,Uno,Coney,1986-08-04,1953-11-18
214358,Ravishankar,Pileggi,1987-01-28,1952-06-02
214364,Kwangho,Siksek,1985-11-10,1953-04-05
214371,Steve,McAlpine,1987-07-09,1952-12-22
214376,Jingling,Krogh,1987-01-22,1954-07-16
214381,Jacopo,Lamma,1987-09-07,1953-06-23
214385,Mechthild,Yemenis,1987-04-23,1955-09-10
214394,Faiza,DeMori,1988-02-24,1955-10-31
214401,Jiakeng,Sanella,1988-07-30,1955-07-11
214402,Shooichi,Murtha,1987-01-09,1953-03-25
214414,Xuedong,Koyama,1988-03-27,1955-02-09
214430,Kirk,Hofman,1985-06-30,1952-12-19
214436,Ashish,Panangaden,1988-11-10,1954-09-12
214441,Padma,Sgarro,1987-12-17,1954-08-25
214445,Shaw,Decleir,1985-04-28,1954-07-01
214446,Barry,Mersereau,1987-08-12,1953-07-15
214447,Krisda,Ariola,1988-01-30,1952-03-06
214448,Gay,Baby,1988-02-21,1954-08-20
214451,Tristan,Scallan,1988-06-02,1953-02-12
214484,Dinah,Doering,1988-02-18,1955-08-15
214491,Ulf,Cromarty,1985-09-05,1955-09-08
214496,Gunilla,Halevi,1985-06-08,1954-06-09
214506,Vishv,Fortenbacher,1988-07-24,1952-07-12
214508,Arvin,Limongiello,1985-08-05,1954-11-15
214511,Masaki,Marquardt,1985-02-18,1953-11-21
214519,Sadun,Ushiama,1985-11-25,1955-04-08
214522,Otmar,Flanders,1986-07-29,1955-12-11
214535,Sampalli,Demir,1987-07-11,1955-04-26
214540,Boaz,Butner,1985-06-03,1952-09-07
214556,Yinghua,Tagansky,1987-11-06,1955-02-08
214560,Pradeep,Erez,1985-05-24,1953-07-11
214563,Basil,Ramras,1985-09-21,1953-02-05
214577,Vidya,Conry,1985-12-17,1952-10-03
214591,Mohua,Luders,1985-09-01,1955-08-20
214592,Charmane,Lagarias,1985-08-19,1955-06-06
214605,Mario,Rosenbaum,1988-05-18,1953-08-20
214606,Youngkon,Erni,1985-11-14,1955-03-14
214616,Phillip,Paciorek,1988-02-16,1955-12-20
214622,Shaw,Peha,1988-10-28,1955-04-10
214657,Yurii,Papsdorf,1985-08-08,1952-06-20
214663,Bangqing,Baez,1985-05-01,1952-02-07
214665,Mana,Eickenmeyer,1987-11-28,1952-05-06
214674,Zissis,Saoudi,1985-04-07,1952-06-09
214681,Edwin,Dulli,1985-04-03,1954-03-28
214682,Jaroslava,Neimat,1987-12-19,1953-12-21
214685,Lubomir,Whitcomb,1988-11-30,1952-07-10
214693,Garnet,Kuzuoka,1987-04-16,1954-12-19
214697,Bluma,Awdeh,1987-12-30,1955-02-23
214706,Marlo,Kitai,1987-03-08,1955-10-09
214716,Hironobu,Makrucki,1988-10-17,1955-04-13
214719,Tristan,Skrikant,1987-02-27,1953-02-11
214727,Berthier,Koprowski,1987-06-19,1952-04-24
214732,Goncalo,Masamoto,1988-06-10,1955-09-05
214738,Caolyn,Cunliffe,1987-05-06,1952-12-23
214741,Xiahua,Piazza,1985-06-24,1953-11-01
214746,Mohan,Ishibashi,1987-01-02,1955-05-17
214753,Stafford,dAstous,1985-10-19,1953-10-12
214758,Remmert,Bruckman,1988-06-10,1954-01-02
214765,Jongsuk,Keustermans,1985-09-14,1955-03-12
214768,Yakichi,Guardalben,1988-01-11,1952-08-02
214769,Augustine,Peir,1986-11-13,1954-07-26
214779,Denis,Nitsche,1985-05-22,1955-05-07
214785,Arif,Sigstam,1987-04-03,1952-06-21
214788,Sadun,Zschoche,1985-11-28,1953-06-14
214791,Mana,Ligten,1986-12-07,1952-08-28
214794,Val,Ibel,1987-07-31,1953-04-08
214796,Leah,Cronau,1988-05-02,1954-07-31
214811,Serap,Kalloufi,1987-06-29,1954-02-11
214812,Marl,Nannarelli,1986-05-08,1955-08-29
214816,Owen,Dayang,1988-06-20,1955-04-05
214823,Aleksandar,Azulay,1985-10-19,1952-05-08
214826,Susuma,Merey,1986-05-19,1953-05-04
214842,Nikolaus,Businaro,1987-09-23,1955-03-22
214856,Denis,Luga,1986-01-19,1955-01-23
214858,Yongdong,Kushner,1985-11-30,1952-07-09
214862,Ziva,Basagni,1986-02-09,1955-09-28
214870,Munehiro,Ashish,1987-10-29,1953-04-06
214874,Hironoby,Ventosa,1986-10-29,1952-10-06
214876,Shuho,Domenig,1986-05-04,1955-05-05
214892,Shim,Ducloy,1986-04-11,1954-05-15
214909,Aksel,Serov,1985-07-22,1953-09-19
214917,Malu,Tzvieli,1985-12-09,1954-01-17
214920,Ipke,Caine,1987-01-25,1952-02-14
214921,Hsiangchu,Byoun,1987-05-11,1954-08-15
214935,Makato,Hiroyama,1985-12-17,1954-08-15
214950,Weijing,Ferriere,1985-12-03,1953-01-31
214954,Marko,Mandell,1986-12-19,1955-05-16
214955,Yunming,Puppo,1986-06-09,1955-07-17
214960,Yolla,Koblick,1987-10-11,1952-09-24
214965,Toshiki,Zeleznik,1986-06-06,1954-06-17
214970,Arfst,Belinskaya,1986-09-04,1952-09-27
214973,Susanta,Conde,1987-03-30,1955-12-09
214984,Tomofumi,Yurov,1986-11-14,1955-03-01
215007,Georgy,Radwan,1986-01-20,1953-03-12
215008,Mechthild,Alpin,1986-01-26,1953-09-10
215016,Uinam,Sullins,1987-06-03,1954-09-08
215021,Horward,Staylopatis,1986-03-26,1955-04-29
215025,Radhika,Brodal,1988-01-21,1953-01-06
215029,Basant,Brender,1988-04-20,1955-06-07
215033,Kwun,Ranka,1986-05-03,1954-06-27
215037,JoAnne,Sundgren,1986-12-03,1955-11-17
215039,Boutros,Stellhorn,1987-02-19,1954-02-22
215050,Hongzue,Genther,1985-04-13,1953-01-30
215055,Percy,Percebois,1985-04-21,1952-05-06
215074,Xiping,Karner,1988-11-24,1955-02-10
215101,Mark,Baaz,1987-08-08,1952-10-23
215102,Horward,Puoti,1985-06-09,1955-08-13
215104,Giap,Guting,1988-12-30,1953-08-07
215109,Irena,Matzke,1985-06-25,1952-03-29
215111,Sajjad,Dahlbom,1986-01-04,1954-02-06
215116,Val,Holburn,1987-10-01,1954-09-24
215123,Sangeeta,Angelopoulos,1987-11-01,1954-10-02
215124,Gaetan,Waschkowski,1985-04-11,1954-09-15
215132,Karoline,Perz,1988-05-31,1953-08-05
215142,Danil,Kushner,1986-06-14,1954-10-22
215155,Hideyuki,Erdi,1986-12-23,1952-12-07
215156,Kensei,Conti,1986-07-26,1953-10-26
215165,Junichi,Motley,1986-10-10,1955-02-13
215168,Houman,Hellwagner,1985-06-22,1953-02-20
215172,Sukumar,Vigier,1986-01-09,1952-06-04
215177,Siamak,Tomescu,1986-04-18,1954-12-02
215179,Aleksander,Soicher,1988-07-07,1954-06-12
215188,Temple,Zhiwei,1988-08-22,1953-03-31
215212,Sigeru,Birnbaum,1986-01-17,1952-11-06
215218,Shiv,Cappello,1987-10-26,1955-11-10
215222,JiYoung,Baby,1986-06-29,1954-05-19
215227,Guangming,Delgrossi,1986-12-02,1953-02-20
215228,Annemarie,Rando,1986-08-14,1953-07-03
215233,Constantijn,Schiettecatte,1987-04-24,1953-12-29
215244,Duangkaew,Farrow,1987-02-06,1955-10-10
215247,Tonny,Hellwagner,1986-12-03,1955-02-13
215248,Dmitri,Sinicrope,1987-05-05,1955-10-16
215249,Amalendu,Legleitner,1987-10-05,1952-09-16
215262,Naraig,Meszaros,1988-12-03,1954-12-06
215277,Ewing,Bach,1987-01-29,1953-08-12
215281,Tomofumi,Onuegbe,1986-09-14,1953-06-06
215282,Panayotis,Stasinski,1986-05-06,1953-06-04
215285,Kazuhira,Osgood,1988-04-01,1955-10-03
215289,Eckart,Anger,1988-06-19,1952-04-29
215291,Haldun,Raoux,1986-04-04,1955-08-23
215295,Vincent,Haddadi,1987-01-10,1955-12-20
215310,Sampalli,Dalton,1985-10-29,1955-07-01
215315,Kousuke,Chartres,1985-10-24,1955-12-15
215326,Danae,Furudate,1985-06-03,1953-01-12
215328,Kristen,Genther,1987-09-08,1954-02-20
215329,Gregory,Doering,1988-12-12,1953-05-28
215335,Shuky,Kalafatis,1986-08-09,1955-02-02
215338,Hidde,Rodier,1986-01-09,1954-10-21
215341,Aimee,Mukaidono,1988-12-15,1952-12-12
215345,Toshimori,Hertweck,1985-07-23,1952-03-17
215349,Caolyn,Waymire,1985-09-10,1954-09-27
215355,Amabile,Pehl,1987-04-30,1953-02-28
215360,Francesca,Meszaros,1985-07-27,1953-04-15
215368,Arvin,Honiden,1986-04-28,1955-02-09
215370,Kristina,Leuchs,1987-12-12,1954-05-23
215371,Yahiko,Chinin,1986-05-29,1955-05-23
215373,Barry,Simmel,1988-01-10,1954-05-21
215374,Hatim,Szilard,1985-04-16,1955-03-20
215379,Martina,Muntz,1988-08-11,1955-12-02
215383,Xuejun,Kushner,1985-09-15,1955-12-06
215402,Sanjiv,Prochazka,1985-06-26,1955-01-02
215438,Bernd,Magalhaes,1985-09-20,1954-08-17
215459,Krisda,Staudhammer,1986-07-05,1953-07-24
215467,Xinyu,Capobianchi,1985-10-20,1954-07-27
215468,Karsten,Awdeh,1986-03-19,1955-07-22
215471,Nechama,Dehkordi,1985-02-25,1955-02-08
215480,Guther,Perly,1987-04-20,1953-02-10
215482,Samphel,Peac,1987-02-06,1952-08-14
215483,Tayeb,Schieder,1987-06-16,1954-04-13
215485,Arra,Schusler,1985-02-08,1955-05-21
215499,Boriana,Cherinka,1988-05-04,1955-03-27
215502,Satoru,Gladwell,1986-09-18,1954-04-18
215507,Kwangho,Hardjono,1987-05-10,1952-09-14
215511,Jaroslava,Waterhouse,1986-02-07,1954-02-04
215513,Sigeru,Litzkow,1987-01-15,1954-09-01
215523,Feixiong,Emmerich,1986-01-08,1953-08-02
215549,Mara,Georgatos,1985-07-27,1952-02-29
215567,Gennady,Bernick,1988-02-12,1955-06-10
215575,Tran,Hofting,1985-10-02,1952-07-04
215576,Takushi,Anger,1987-02-01,1953-05-11
215586,Honesty,Tibblin,1988-10-30,1955-10-06
215610,Ute,Kawashima,1986-10-09,1954-07-05
215616,Sachar,Aloisi,1987-09-30,1953-04-18
215620,Aiichiro,Baik,1985-03-25,1952-07-17
215626,Murthy,Schusler,1988-05-07,1952-07-23
215643,Nidapan,Staelin,1987-04-24,1954-09-15
215648,Jeanna,Jahnichen,1986-06-24,1955-10-27
215654,Zvonko,Jakobus,1988-10-29,1952-10-21
215656,Shawna,Sankaranarayanan,1988-10-25,1955-07-19
215664,Aleksandar,Verhoeff,1986-08-19,1952-10-16
215680,Lokesh,Billingsley,1985-10-08,1952-03-13
215685,Filipe,Nooteboom,1985-06-22,1952-02-08
215693,Hidefumi,Emmart,1988-11-08,1954-01-27
215695,Jasminko,Wendorf,1987-10-22,1954-11-21
215696,Nigel,Iisaka,1987-12-29,1954-12-15
215697,Tooru,Bardell,1985-07-22,1953-02-21
215713,Radhakrishnan,Engberts,1987-09-24,1953-09-29
215718,Weiwu,Luan,1986-11-28,1953-06-08
215726,Khosrow,Michaels,1985-03-20,1955-06-11
215728,Harjit,Choobineh,1986-03-31,1955-01-03
215730,Amalendu,Peek,1987-02-18,1954-01-03
215731,Xiping,Emmerich,1988-08-01,1954-09-15
215733,Falguni,Krybus,1986-10-08,1955-05-20
215734,Gina,Bahi,1986-04-26,1955-02-28
215739,Masaki,Scallan,1986-12-28,1953-05-03
215741,Haldon,Melski,1987-01-09,1953-04-25
215745,Lidong,Suppi,1988-02-12,1954-07-07
215747,Fan,Czap,1987-04-03,1953-03-08
215776,Adas,Ashish,1988-03-10,1954-09-30
215783,Sverrir,Prochazka,1986-02-26,1952-07-15
215785,Zita,Tetzlaff,1986-11-28,1952-04-16
215801,Alejandra,Underwood,1988-08-22,1953-05-17
215826,Vasilii,Swick,1987-08-23,1954-05-15
215829,Boaz,Jumpertz,1986-10-20,1953-07-04
215831,Halsur,Ferriere,1985-08-21,1955-03-12
215848,Arnd,Chenoweth,1985-09-04,1955-02-01
215855,Fan,Snedden,1988-10-16,1953-05-26
215864,Mihalis,Detkin,1988-11-12,1953-11-14
215871,Naraig,Lores,1986-08-17,1954-05-21
215889,Toshiko,Akiyama,1988-12-12,1954-05-04
215890,Denis,Kroon,1985-05-20,1952-09-01
215900,Yoshimitsu,Chvatal,1985-11-09,1953-08-14
215917,Mohua,Valette,1985-12-22,1952-07-19
215924,Bojan,Rotem,1987-10-17,1955-08-30
215935,Chikako,Anger,1987-09-21,1952-07-19
